Graph Type,Graph Size,Tower Count,Tower Type,Target Type,Turns,Tower Clock Time,Target Location Clock Time,Target Move Clock Time,Total Time
ErdosRenyi,9,3,RandomTower,HeuristicTarget,0,0.8499999046325684,0.8599996566772461,0,1.7089791297912598
ErdosRenyi,9,3,RandomTower,OptimalTarget,2,0.8499999046325684,1.0574705600738525,0.0,1.922471523284912
ErdosRenyi,9,3,HeuristicTower,RandomTarget,0,0.9019989967346191,0.8819997310638428,0,1.7549993991851807
ErdosRenyi,9,3,HeuristicTower,HeuristicTarget,0,0.9019989967346191,0.8839945793151855,0,1.7850008010864258
ErdosRenyi,9,3,HeuristicTower,OptimalTarget,0,0.9019989967346191,0.8380000591278076,0,1.6979930400848389
ErdosRenyi,9,3,OptimalTower,RandomTarget,0,0.9579989910125732,0.8449995517730713,0,1.6789991855621338
ErdosRenyi,9,3,OptimalTower,HeuristicTarget,0,0.9579989910125732,0.8379988670349121,0,1.6719996929168701
ErdosRenyi,9,3,OptimalTower,OptimalTarget,0,0.9579989910125732,0.8589999675750732,0,1.7039992809295654
ErdosRenyi,10,3,RandomTower,RandomTarget,0,0.8539998531341553,0.8350012302398682,0,1.6669995784759521
ErdosRenyi,10,3,RandomTower,HeuristicTarget,0,0.8539998531341553,0.8209993839263916,0,1.6679983139038086
ErdosRenyi,10,3,RandomTower,OptimalTarget,0,0.8539998531341553,0.8429992198944092,0,1.6949732303619385
ErdosRenyi,10,3,HeuristicTower,RandomTarget,0,0.8399999141693115,0.827996015548706,0,1.690000057220459
ErdosRenyi,10,3,HeuristicTower,HeuristicTarget,0,0.8399999141693115,0.8399991989135742,0,1.6619632244110107
ErdosRenyi,10,3,HeuristicTower,OptimalTarget,0,0.8399999141693115,0.8379998207092285,0,1.6729950904846191
ErdosRenyi,10,3,OptimalTower,RandomTarget,0,1.172015905380249,0.8100018501281738,0,1.6449997425079346
ErdosRenyi,10,3,OptimalTower,HeuristicTarget,0,1.172015905380249,0.8459980487823486,0,1.6969983577728271
ErdosRenyi,10,3,OptimalTower,OptimalTarget,0,1.172015905380249,0.8480024337768555,0,1.6779730319976807
ErdosRenyi,11,3,RandomTower,RandomTarget,1,0.8499999046325684,0.8379993438720703,0.0,1.667999505996704
ErdosRenyi,11,3,RandomTower,HeuristicTarget,0,0.8499999046325684,0.8499999046325684,0,1.6898326873779297
ErdosRenyi,11,3,RandomTower,OptimalTarget,1,0.8499999046325684,0.8450000286102295,0.0,1.6749682426452637
ErdosRenyi,11,3,HeuristicTower,RandomTarget,0,0.8449997901916504,0.8389995098114014,0,1.6660006046295166
ErdosRenyi,11,3,HeuristicTower,HeuristicTarget,0,0.8449997901916504,0.8330011367797852,0,1.6610002517700195
ErdosRenyi,11,3,HeuristicTower,OptimalTarget,0,0.8449997901916504,0.8459994792938232,0,1.688993215560913
ErdosRenyi,11,3,OptimalTower,RandomTarget,0,1.2940013408660889,0.836998701095581,0,1.6710002422332764
ErdosRenyi,11,3,OptimalTower,HeuristicTarget,0,1.2940013408660889,0.8410007953643799,0,1.6929800510406494
ErdosRenyi,11,3,OptimalTower,OptimalTarget,0,1.2940013408660889,0.8449993133544922,0,1.681983470916748
ErdosRenyi,12,3,RandomTower,RandomTarget,1,0.8569972515106201,0.8439645767211914,0.0,1.686000108718872
ErdosRenyi,12,3,RandomTower,HeuristicTarget,0,0.8569972515106201,0.9259955883026123,0,1.8129799365997314
ErdosRenyi,12,3,RandomTower,OptimalTarget,1,0.8569972515106201,1.164001703262329,0.0,2.6939914226531982
ErdosRenyi,12,3,HeuristicTower,RandomTarget,0,0.9620022773742676,1.0840041637420654,0,2.033001661300659
ErdosRenyi,12,3,HeuristicTower,HeuristicTarget,0,0.9620022773742676,1.0560033321380615,0,2.0960044860839844
ErdosRenyi,12,3,HeuristicTower,OptimalTarget,1,0.9620022773742676,1.0820045471191406,0.0,2.3229949474334717
ErdosRenyi,12,3,OptimalTower,RandomTarget,0,1.6780004501342773,1.1160027980804443,0,2.1510021686553955
ErdosRenyi,12,3,OptimalTower,HeuristicTarget,0,1.6780004501342773,1.0149996280670166,0,2.0099995136260986
ErdosRenyi,12,3,OptimalTower,OptimalTarget,1,1.6780004501342773,0.8889999389648438,0.0,1.8079991340637207
ErdosRenyi,13,3,RandomTower,RandomTarget,2,0.8719964027404785,0.8739995956420898,0.0,1.7170002460479736
ErdosRenyi,13,3,RandomTower,HeuristicTarget,0,0.8719964027404785,0.8399999141693115,0,1.6949727535247803
ErdosRenyi,13,3,RandomTower,OptimalTarget,2,0.8719964027404785,0.863999605178833,0.0,1.685999870300293
ErdosRenyi,13,3,HeuristicTower,RandomTarget,2,0.8609974384307861,0.831000804901123,0.0,1.6700007915496826
ErdosRenyi,13,3,HeuristicTower,HeuristicTarget,0,0.8609974384307861,0.8439967632293701,0,1.6800000667572021
ErdosRenyi,13,3,HeuristicTower,OptimalTarget,2,0.8609974384307861,0.8580000400543213,0.0,1.6889758110046387
ErdosRenyi,13,3,OptimalTower,RandomTarget,0,2.550999879837036,0.8539953231811523,0,1.694000244140625
ErdosRenyi,13,3,OptimalTower,HeuristicTarget,0,2.550999879837036,0.8519995212554932,0,1.6949779987335205
ErdosRenyi,13,3,OptimalTower,OptimalTarget,0,2.550999879837036,0.8389995098114014,0,1.672999382019043
ErdosRenyi,14,3,RandomTower,RandomTarget,0,0.8339998722076416,0.8429992198944092,0,1.678999423980713
ErdosRenyi,14,3,RandomTower,HeuristicTarget,0,0.8339998722076416,0.8239989280700684,0,1.6669995784759521
ErdosRenyi,14,3,RandomTower,OptimalTarget,1,0.8339998722076416,0.8520002365112305,0.0,1.6799774169921875
ErdosRenyi,14,3,HeuristicTower,RandomTarget,0,0.8509993553161621,0.8119986057281494,0,1.6490001678466797
ErdosRenyi,14,3,HeuristicTower,HeuristicTarget,0,0.8509993553161621,0.8449997901916504,0,1.693983793258667
ErdosRenyi,14,3,HeuristicTower,OptimalTarget,2,0.8509993553161621,0.8669979572296143,0.0,1.6949999332427979
ErdosRenyi,14,3,OptimalTower,RandomTarget,0,3.498999834060669,0.8460001945495605,0,1.6699998378753662
ErdosRenyi,14,3,OptimalTower,HeuristicTarget,0,3.498999834060669,0.8470005989074707,0,1.6869828701019287
ErdosRenyi,14,3,OptimalTower,OptimalTarget,1,3.498999834060669,0.8499987125396729,0.0,1.6909990310668945
ErdosRenyi,15,3,RandomTower,RandomTarget,0,0.8329994678497314,0.8210015296936035,0,1.64500093460083
ErdosRenyi,15,3,RandomTower,HeuristicTarget,0,0.8329994678497314,0.8539962768554688,0,1.6959986686706543
ErdosRenyi,15,3,RandomTower,OptimalTarget,2,0.8329994678497314,0.8639998435974121,0.0,1.6879777908325195
ErdosRenyi,15,3,HeuristicTower,RandomTarget,0,0.8470003604888916,0.8399989604949951,0,1.6799993515014648
ErdosRenyi,15,3,HeuristicTower,HeuristicTarget,0,0.8470003604888916,1.009000301361084,0,1.8510007858276367
ErdosRenyi,15,3,HeuristicTower,OptimalTarget,1,0.8470003604888916,0.8720009326934814,0.0,1.7109990119934082
ErdosRenyi,15,3,OptimalTower,RandomTarget,0,7.9575746059417725,0.8299996852874756,0,1.6809992790222168
ErdosRenyi,15,3,OptimalTower,HeuristicTarget,0,7.9575746059417725,0.8769967555999756,0,1.72499680519104
ErdosRenyi,15,3,OptimalTower,OptimalTarget,0,7.9575746059417725,0.858001708984375,0,1.7010002136230469
ErdosRenyi,16,3,RandomTower,RandomTarget,0,0.8389987945556641,0.8349993228912354,0,1.6909980773925781
ErdosRenyi,16,3,RandomTower,HeuristicTarget,0,0.8389987945556641,0.827000617980957,0,1.6399993896484375
ErdosRenyi,16,3,RandomTower,OptimalTarget,1,0.8389987945556641,0.8490004539489746,0.0,1.676995038986206
ErdosRenyi,16,3,HeuristicTower,RandomTarget,0,0.8410007953643799,0.8369996547698975,0,1.6620018482208252
ErdosRenyi,16,3,HeuristicTower,HeuristicTarget,0,0.8410007953643799,0.856997013092041,0,1.6999802589416504
ErdosRenyi,16,3,HeuristicTower,OptimalTarget,0,0.8410007953643799,0.8669984340667725,0,1.7009756565093994
ErdosRenyi,16,3,OptimalTower,RandomTarget,0,8.086039543151855,1.057997226715088,0,1.9620006084442139
ErdosRenyi,16,3,OptimalTower,HeuristicTarget,0,8.086039543151855,0.9869999885559082,0,1.8670003414154053
ErdosRenyi,16,3,OptimalTower,OptimalTarget,0,8.086039543151855,0.869997501373291,0,1.7459774017333984
ErdosRenyi,17,3,RandomTower,RandomTarget,0,0.8569996356964111,0.862999439239502,0,1.7319998741149902
ErdosRenyi,17,3,RandomTower,HeuristicTarget,0,0.8569996356964111,0.8409996032714844,0,1.678999423980713
ErdosRenyi,17,3,RandomTower,OptimalTarget,1,0.8569996356964111,0.8489978313446045,0.0,1.6819756031036377
ErdosRenyi,17,3,HeuristicTower,RandomTarget,0,0.8479998111724854,0.8249948024749756,0,1.6720004081726074
ErdosRenyi,17,3,HeuristicTower,HeuristicTarget,0,0.8479998111724854,0.8359992504119873,0,1.6778900623321533
ErdosRenyi,17,3,HeuristicTower,OptimalTarget,1,0.8479998111724854,0.8670010566711426,0.0,1.7059943675994873
ErdosRenyi,17,3,OptimalTower,RandomTarget,0,12.587997198104858,0.828000545501709,0,1.6709990501403809
ErdosRenyi,17,3,OptimalTower,HeuristicTarget,0,12.587997198104858,0.8399980068206787,0,1.672999382019043
ErdosRenyi,17,3,OptimalTower,OptimalTarget,0,12.587997198104858,0.8520350456237793,0,1.6799988746643066
ErdosRenyi,18,3,RandomTower,RandomTarget,4,0.8289999961853027,0.8110325336456299,0.0,1.662998914718628
ErdosRenyi,18,3,RandomTower,HeuristicTarget,0,0.8289999961853027,0.837996244430542,0,1.6799976825714111
ErdosRenyi,18,3,RandomTower,OptimalTarget,6,0.8289999961853027,0.8520007133483887,0.0,1.6919991970062256
ErdosRenyi,18,3,HeuristicTower,RandomTarget,0,0.8389999866485596,0.8209998607635498,0,1.6529994010925293
ErdosRenyi,18,3,HeuristicTower,HeuristicTarget,0,0.8389999866485596,1.0739989280700684,0,1.9229991436004639
ErdosRenyi,18,3,HeuristicTower,OptimalTarget,1,0.8389999866485596,0.8639986515045166,0.0,1.7069618701934814
ErdosRenyi,18,3,OptimalTower,RandomTarget,0,14.90403413772583,0.8489995002746582,0,1.6969976425170898
ErdosRenyi,18,3,OptimalTower,HeuristicTarget,0,14.90403413772583,0.8209989070892334,0,1.6409873962402344
ErdosRenyi,18,3,OptimalTower,OptimalTarget,0,14.90403413772583,0.8670005798339844,0,1.7039997577667236
ErdosRenyi,19,3,RandomTower,RandomTarget,3,0.8379995822906494,0.8130013942718506,0.0,1.6429991722106934
ErdosRenyi,19,3,RandomTower,HeuristicTarget,0,0.8379995822906494,0.8439998626708984,0,1.6599977016448975
ErdosRenyi,19,3,RandomTower,OptimalTarget,3,0.8379995822906494,0.851996660232544,0.0,1.6769778728485107
ErdosRenyi,19,3,HeuristicTower,RandomTarget,2,0.8569972515106201,0.8139610290527344,0.0,1.6309993267059326
ErdosRenyi,19,3,HeuristicTower,HeuristicTarget,4,0.8569972515106201,0.8429977893829346,0.0019996166229248047,1.6799991130828857
ErdosRenyi,19,3,HeuristicTower,OptimalTarget,4,0.8569972515106201,0.8600015640258789,0.0,1.6779992580413818
ErdosRenyi,19,3,OptimalTower,RandomTarget,0,26.01603865623474,0.8459627628326416,0,1.671999454498291
ErdosRenyi,19,3,OptimalTower,HeuristicTarget,0,26.01603865623474,0.8319997787475586,0,1.6669797897338867
ErdosRenyi,19,3,OptimalTower,OptimalTarget,0,26.01603865623474,0.8500006198883057,0,1.6719999313354492
ErdosRenyi,20,3,RandomTower,RandomTarget,0,0.8309988975524902,0.8220000267028809,0,1.6489999294281006
ErdosRenyi,20,3,RandomTower,HeuristicTarget,0,0.8309988975524902,0.8469996452331543,0,1.6629996299743652
ErdosRenyi,20,3,RandomTower,OptimalTarget,2,0.8309988975524902,0.867999792098999,0.0,1.6779992580413818
ErdosRenyi,20,3,HeuristicTower,RandomTarget,0,0.8490338325500488,0.8289997577667236,0,1.6739983558654785
ErdosRenyi,20,3,HeuristicTower,HeuristicTarget,0,0.8490338325500488,0.8660001754760742,0,1.6919963359832764
ErdosRenyi,20,3,HeuristicTower,OptimalTarget,8,0.8490338325500488,0.9120001792907715,0.0,1.73699951171875
ErdosRenyi,20,3,OptimalTower,RandomTarget,0,49.00503897666931,0.8339998722076416,0,1.669997215270996
ErdosRenyi,20,3,OptimalTower,HeuristicTarget,0,49.00503897666931,0.8469960689544678,0,1.6769781112670898
ErdosRenyi,20,3,OptimalTower,OptimalTarget,0,49.00503897666931,0.8689982891082764,0,1.7059991359710693
ErdosRenyi,21,3,RandomTower,RandomTarget,0,0.8480010032653809,0.8489992618560791,0,1.6769993305206299
ErdosRenyi,21,3,RandomTower,HeuristicTarget,0,0.8480010032653809,0.8189990520477295,0,1.6539831161499023
ErdosRenyi,21,3,RandomTower,OptimalTarget,1,0.8480010032653809,0.875999927520752,0.0,1.6949763298034668
ErdosRenyi,21,3,HeuristicTower,RandomTarget,1,0.857999324798584,0.8059988021850586,0.00099945068359375,1.6269989013671875
ErdosRenyi,21,3,HeuristicTower,HeuristicTarget,0,0.857999324798584,0.8539648056030273,0,1.6719672679901123
ErdosRenyi,21,3,HeuristicTower,OptimalTarget,3,0.857999324798584,0.8709990978240967,0.0,1.6879990100860596
ErdosRenyi,21,3,OptimalTower,RandomTarget,0,36.68804717063904,0.8289978504180908,0,1.6510002613067627
ErdosRenyi,21,3,OptimalTower,HeuristicTarget,0,36.68804717063904,0.8309998512268066,0,1.6589946746826172
ErdosRenyi,21,3,OptimalTower,OptimalTarget,0,36.68804717063904,0.8489985466003418,0,1.670997142791748
ErdosRenyi,22,3,RandomTower,RandomTarget,0,0.8630020618438721,0.8509986400604248,0,2.12499737739563
ErdosRenyi,22,3,RandomTower,HeuristicTarget,0,0.8630020618438721,0.8409993648529053,0,1.6569831371307373
ErdosRenyi,22,3,RandomTower,OptimalTarget,4,0.8630020618438721,0.9000000953674316,0.0,1.7249996662139893
ErdosRenyi,22,3,HeuristicTower,RandomTarget,0,0.8340001106262207,0.8059990406036377,0,1.6199991703033447
ErdosRenyi,22,3,HeuristicTower,HeuristicTarget,0,0.8340001106262207,0.8369979858398438,0,1.6499760150909424
ErdosRenyi,22,3,HeuristicTower,OptimalTarget,2,0.8340001106262207,0.8729982376098633,0.0,1.6949973106384277
ErdosRenyi,22,3,OptimalTower,RandomTarget,0,90.67499995231628,0.8159997463226318,0,1.6469998359680176
ErdosRenyi,22,3,OptimalTower,HeuristicTarget,0,90.67499995231628,0.8369991779327393,0,1.6589770317077637
ErdosRenyi,22,3,OptimalTower,OptimalTarget,1,90.67499995231628,0.8569989204406738,0.0,1.675999402999878
ErdosRenyi,23,3,RandomTower,RandomTarget,1,0.8320000171661377,0.80899977684021,0.0,1.6149988174438477
ErdosRenyi,23,3,RandomTower,HeuristicTarget,0,0.8320000171661377,0.8259978294372559,0,1.6409995555877686
ErdosRenyi,23,3,RandomTower,OptimalTarget,1,0.8320000171661377,0.8680002689361572,0.0,1.6880004405975342
ErdosRenyi,23,3,HeuristicTower,RandomTarget,0,0.8340001106262207,0.7999980449676514,0,1.610999345779419
ErdosRenyi,23,3,HeuristicTower,HeuristicTarget,0,0.8340001106262207,0.835996150970459,0,1.677999496459961
ErdosRenyi,23,3,HeuristicTower,OptimalTarget,3,0.8340001106262207,0.8940012454986572,0.0,1.7109766006469727
ErdosRenyi,23,3,OptimalTower,RandomTarget,1,94.06699681282043,0.8059983253479004,0.0,1.6349983215332031
ErdosRenyi,23,3,OptimalTower,HeuristicTarget,0,94.06699681282043,0.8489985466003418,0,1.666980266571045
ErdosRenyi,23,3,OptimalTower,OptimalTarget,1,94.06699681282043,0.8820004463195801,0.0,1.6959941387176514
ErdosRenyi,24,3,RandomTower,RandomTarget,0,0.8209984302520752,0.8139996528625488,0,1.625999927520752
ErdosRenyi,24,3,RandomTower,HeuristicTarget,0,0.8209984302520752,0.8289988040924072,0,1.6409783363342285
ErdosRenyi,24,3,RandomTower,OptimalTarget,8,0.8209984302520752,1.1350469589233398,0.0,1.9589979648590088
ErdosRenyi,24,3,HeuristicTower,RandomTarget,0,0.8579990863800049,0.8119988441467285,0,1.623997449874878
ErdosRenyi,24,3,HeuristicTower,HeuristicTarget,0,0.8579990863800049,0.8369994163513184,0,1.6689949035644531
ErdosRenyi,24,3,HeuristicTower,OptimalTarget,5,0.8579990863800049,0.9259998798370361,0.0,1.7360000610351562
ErdosRenyi,24,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,
ErdosRenyi,25,3,RandomTower,RandomTarget,0,0.8080010414123535,0.8139996528625488,0,1.6289987564086914
ErdosRenyi,25,3,RandomTower,HeuristicTarget,0,0.8080010414123535,0.8329989910125732,0,1.6429765224456787
ErdosRenyi,25,3,RandomTower,OptimalTarget,4,0.8080010414123535,0.8929989337921143,0.0,1.7149808406829834
ErdosRenyi,25,3,HeuristicTower,RandomTarget,0,1.045001745223999,1.0129985809326172,0,2.0899994373321533
ErdosRenyi,25,3,HeuristicTower,HeuristicTarget,0,1.045001745223999,0.8810000419616699,0,1.7579967975616455
ErdosRenyi,25,3,HeuristicTower,OptimalTarget,8,1.045001745223999,1.0060012340545654,0.0,1.8800022602081299
ErdosRenyi,25,3,OptimalTower,RandomTarget,1,258.21301674842834,0.8209948539733887,0.0,1.6539993286132812
ErdosRenyi,25,3,OptimalTower,HeuristicTarget,0,258.21301674842834,0.8229994773864746,0,1.64597749710083
ErdosRenyi,25,3,OptimalTower,OptimalTarget,1,258.21301674842834,0.8850002288818359,0.0,1.6929588317871094
ErdosRenyi,26,3,RandomTower,RandomTarget,2,0.806999921798706,0.8019986152648926,0.0,1.6129992008209229
ErdosRenyi,26,3,RandomTower,HeuristicTarget,0,0.806999921798706,0.8420007228851318,0,1.6489994525909424
ErdosRenyi,26,3,RandomTower,OptimalTarget,7,0.806999921798706,0.966045618057251,0.0,1.7739946842193604
ErdosRenyi,26,3,HeuristicTower,RandomTarget,0,0.8579990863800049,0.8060002326965332,0,1.6309993267059326
ErdosRenyi,26,3,HeuristicTower,HeuristicTarget,0,0.8579990863800049,0.8380000591278076,0,1.641000747680664
ErdosRenyi,26,3,HeuristicTower,OptimalTarget,6,0.8579990863800049,0.9299988746643066,0.0,1.7579786777496338
ErdosRenyi,26,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,
ErdosRenyi,27,3,RandomTower,RandomTarget,1,0.801999568939209,0.8009998798370361,0.0,1.6099975109100342
ErdosRenyi,27,3,RandomTower,HeuristicTarget,0,0.801999568939209,0.8390004634857178,0,1.6469759941101074
ErdosRenyi,27,3,RandomTower,OptimalTarget,6,0.801999568939209,0.9140012264251709,0.0,1.7289774417877197
ErdosRenyi,27,3,HeuristicTower,RandomTarget,4,0.8499979972839355,0.8070008754730225,0.0,1.6289994716644287
ErdosRenyi,27,3,HeuristicTower,HeuristicTarget,0,0.8499979972839355,0.8419985771179199,0,1.6529979705810547
ErdosRenyi,27,3,HeuristicTower,OptimalTarget,9,0.8499979972839355,1.100999116897583,0.0,1.8989989757537842
ErdosRenyi,27,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,
ErdosRenyi,28,3,RandomTower,RandomTarget,1,0.8179986476898193,0.8189945220947266,0.0,1.648998737335205
ErdosRenyi,28,3,RandomTower,HeuristicTarget,5,0.8179986476898193,0.8389990329742432,0.005000591278076172,1.656999111175537
ErdosRenyi,28,3,RandomTower,OptimalTarget,8,0.8179986476898193,0.9290001392364502,0.0,1.7349753379821777
ErdosRenyi,28,3,HeuristicTower,RandomTarget,0,0.8569974899291992,0.8019986152648926,0,1.5999982357025146
ErdosRenyi,28,3,HeuristicTower,HeuristicTarget,0,0.8569974899291992,0.8349997997283936,0,1.6399753093719482
ErdosRenyi,28,3,HeuristicTower,OptimalTarget,7,0.8569974899291992,0.9870035648345947,0.0,1.8029754161834717
ErdosRenyi,28,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,
ErdosRenyi,29,3,RandomTower,RandomTarget,1,0.7919974327087402,0.8429954051971436,0.0,1.7329990863800049
ErdosRenyi,29,3,RandomTower,HeuristicTarget,0,0.7919974327087402,0.8320009708404541,0,1.6659443378448486
ErdosRenyi,29,3,RandomTower,OptimalTarget,7,0.7919974327087402,0.9489996433258057,0.0,1.76497483253479
ErdosRenyi,29,3,HeuristicTower,RandomTarget,1,0.8539996147155762,0.8019940853118896,0.0,1.6309998035430908
ErdosRenyi,29,3,HeuristicTower,HeuristicTarget,10,0.8539996147155762,0.8449962139129639,0.012002706527709961,1.6557285785675049
ErdosRenyi,29,3,HeuristicTower,OptimalTarget,12,0.8539996147155762,2.299041748046875,0.0,3.110978603363037
ErdosRenyi,29,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,
ErdosRenyi,30,3,RandomTower,RandomTarget,0,0.7940378189086914,0.8149986267089844,0,1.6329989433288574
ErdosRenyi,30,3,RandomTower,HeuristicTarget,0,0.7940378189086914,0.870999813079834,0,1.699977159500122
ErdosRenyi,30,3,RandomTower,OptimalTarget,12,0.7940378189086914,1.6039977073669434,0.0,2.422983169555664
ErdosRenyi,30,3,HeuristicTower,RandomTarget,3,0.8479981422424316,0.812950611114502,0.0,1.6239995956420898
ErdosRenyi,30,3,HeuristicTower,HeuristicTarget,5,0.8479981422424316,0.8749995231628418,0.007000446319580078,1.7079954147338867
ErdosRenyi,30,3,HeuristicTower,OptimalTarget,11,0.8479981422424316,1.279038906097412,0.0,2.0819754600524902
ErdosRenyi,30,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,
ErdosRenyi,31,3,RandomTower,RandomTarget,4,0.7949995994567871,0.8110001087188721,0.0,1.6349973678588867
ErdosRenyi,31,3,RandomTower,HeuristicTarget,8,0.7949995994567871,0.8579998016357422,0.009998798370361328,1.6669974327087402
ErdosRenyi,31,3,RandomTower,OptimalTarget,13,0.7949995994567871,2.8200323581695557,0.0,3.645977735519409
ErdosRenyi,31,3,HeuristicTower,RandomTarget,1,0.8620009422302246,0.8159999847412109,0.0,1.6399986743927002
