Graph Type,Graph Size,Tower Count,Tower Type,Target Type,Turns,Tower Clock Time,Target Location Clock Time,Target Move Clock Time,Total Time,Run Number
ErdosRenyi,9,3,RandomTower,RandomTarget,1,1.03305983543396,1.01767897605896,0.0,2.034811019897461,0
ErdosRenyi,9,3,RandomTower,HeuristicTarget,0,1.03305983543396,1.0170800685882568,0,2.0568008422851562,0
ErdosRenyi,9,3,RandomTower,OptimalTarget,1,1.03305983543396,1.0393834114074707,0.0,2.072007894515991,0
ErdosRenyi,9,3,HeuristicTower,RandomTarget,0,1.0482971668243408,1.0176444053649902,0,2.0415995121002197,0
ErdosRenyi,9,3,HeuristicTower,HeuristicTarget,0,1.0482971668243408,1.000676155090332,0,2.0511410236358643,0
ErdosRenyi,9,3,HeuristicTower,OptimalTarget,1,1.0482971668243408,1.0363214015960693,0.0,2.0409982204437256,0
ErdosRenyi,9,3,OptimalTower,RandomTarget,0,1.1445093154907227,1.017885684967041,0,2.0201034545898438,0
ErdosRenyi,9,3,OptimalTower,HeuristicTarget,0,1.1445093154907227,1.017521858215332,0,2.0507214069366455,0
ErdosRenyi,9,3,OptimalTower,OptimalTarget,0,1.1445093154907227,1.0177850723266602,0,2.057882785797119,0
ErdosRenyi,10,3,RandomTower,RandomTarget,0,1.002469778060913,1.0239660739898682,0,2.057351589202881,0
ErdosRenyi,10,3,RandomTower,HeuristicTarget,0,1.002469778060913,1.017676830291748,0,2.081937789916992,0
ErdosRenyi,10,3,RandomTower,OptimalTarget,1,1.002469778060913,1.023989200592041,0.0,2.0260019302368164,0
ErdosRenyi,10,3,HeuristicTower,RandomTarget,0,1.0017971992492676,1.032637119293213,0,2.0344138145446777,0
ErdosRenyi,10,3,HeuristicTower,HeuristicTarget,0,1.0017971992492676,1.3635807037353516,0,2.4500274658203125,0
ErdosRenyi,10,3,HeuristicTower,OptimalTarget,0,1.0017971992492676,1.1832735538482666,0,2.4744045734405518,0
ErdosRenyi,10,3,OptimalTower,RandomTarget,0,1.2179896831512451,1.0063698291778564,0,2.0085465908050537,0
ErdosRenyi,10,3,OptimalTower,HeuristicTarget,0,1.2179896831512451,1.0188467502593994,0,2.032353162765503,0
ErdosRenyi,10,3,OptimalTower,OptimalTarget,0,1.2179896831512451,1.0383646488189697,0,2.0549676418304443,0
ErdosRenyi,11,3,RandomTower,RandomTarget,0,1.033301591873169,1.0019316673278809,0,2.041156530380249,0
ErdosRenyi,11,3,RandomTower,HeuristicTarget,0,1.033301591873169,1.0329909324645996,0,2.0353565216064453,0
ErdosRenyi,11,3,RandomTower,OptimalTarget,1,1.033301591873169,1.0420043468475342,0.0,2.072789192199707,0
ErdosRenyi,11,3,HeuristicTower,RandomTarget,1,1.2222990989685059,1.118345022201538,0.0,2.255485773086548,0
ErdosRenyi,11,3,HeuristicTower,HeuristicTarget,0,1.2222990989685059,1.0239849090576172,0,2.072732448577881,0
ErdosRenyi,11,3,HeuristicTower,OptimalTarget,1,1.2222990989685059,1.001995325088501,0.0,2.0198922157287598,0
ErdosRenyi,11,3,OptimalTower,RandomTarget,0,1.443603515625,1.0172398090362549,0,2.050161600112915,0
ErdosRenyi,11,3,OptimalTower,HeuristicTarget,0,1.443603515625,1.0325541496276855,0,2.050445556640625,0
ErdosRenyi,11,3,OptimalTower,OptimalTarget,0,1.443603515625,1.017256259918213,0,2.034630298614502,0
ErdosRenyi,12,3,RandomTower,RandomTarget,2,1.0166034698486328,1.055044412612915,0.0,2.056720018386841,0
ErdosRenyi,12,3,RandomTower,HeuristicTarget,0,1.0166034698486328,1.017151117324829,0,2.050793409347534,0
ErdosRenyi,12,3,RandomTower,OptimalTarget,4,1.0166034698486328,1.0548632144927979,0.0,2.0566396713256836,0
ErdosRenyi,12,3,HeuristicTower,RandomTarget,0,1.0395359992980957,0.9994063377380371,0,2.035079002380371,0
ErdosRenyi,12,3,HeuristicTower,HeuristicTarget,0,1.0395359992980957,0.9852893352508545,0,1.9890685081481934,0
ErdosRenyi,12,3,HeuristicTower,OptimalTarget,1,1.0395359992980957,1.015913963317871,0.0,2.049821615219116,0
ErdosRenyi,12,3,OptimalTower,RandomTarget,0,1.8899562358856201,1.004699468612671,0,2.0400004386901855,0
ErdosRenyi,12,3,OptimalTower,HeuristicTarget,0,1.8899562358856201,1.035282850265503,0,2.0508453845977783,0
ErdosRenyi,12,3,OptimalTower,OptimalTarget,0,1.8899562358856201,1.0707128047943115,0,2.0856714248657227,0
ErdosRenyi,13,3,RandomTower,RandomTarget,0,1.1488559246063232,1.3959667682647705,0,2.6824638843536377,0
ErdosRenyi,13,3,RandomTower,HeuristicTarget,0,1.1488559246063232,1.1189463138580322,0,2.352119207382202,0
ErdosRenyi,13,3,RandomTower,OptimalTarget,1,1.1488559246063232,1.0359694957733154,0.0,2.0335590839385986,0
ErdosRenyi,13,3,HeuristicTower,RandomTarget,0,1.0318613052368164,1.001767635345459,0,2.025510311126709,0
ErdosRenyi,13,3,HeuristicTower,HeuristicTarget,0,1.0318613052368164,1.0032873153686523,0,2.051931381225586,0
ErdosRenyi,13,3,HeuristicTower,OptimalTarget,0,1.0318613052368164,1.002394199371338,0,2.0402145385742188,0
ErdosRenyi,13,3,OptimalTower,RandomTarget,0,3.529228925704956,1.2652740478515625,0,2.3931519985198975,0
ErdosRenyi,13,3,OptimalTower,HeuristicTarget,0,3.529228925704956,1.1331520080566406,0,2.372676372528076,0
ErdosRenyi,13,3,OptimalTower,OptimalTarget,0,3.529228925704956,1.0243463516235352,0,2.1738100051879883,0
ErdosRenyi,14,3,RandomTower,RandomTarget,0,1.024061918258667,1.0175819396972656,0,2.034872531890869,0
ErdosRenyi,14,3,RandomTower,HeuristicTarget,0,1.024061918258667,1.017728328704834,0,2.0571796894073486,0
ErdosRenyi,14,3,RandomTower,OptimalTarget,1,1.024061918258667,1.0019352436065674,0.0,2.035046339035034,0
ErdosRenyi,14,3,HeuristicTower,RandomTarget,0,1.0021605491638184,1.0243186950683594,0,2.056640386581421,0
ErdosRenyi,14,3,HeuristicTower,HeuristicTarget,0,1.0021605491638184,1.0021378993988037,0,2.019680976867676,0
ErdosRenyi,14,3,HeuristicTower,OptimalTarget,0,1.0021605491638184,1.0172405242919922,0,2.049879550933838,0
ErdosRenyi,14,3,OptimalTower,RandomTarget,0,5.750812292098999,1.00203275680542,0,2.019681692123413,0
ErdosRenyi,14,3,OptimalTower,HeuristicTarget,0,5.750812292098999,1.002370834350586,0,2.0040838718414307,0
ErdosRenyi,14,3,OptimalTower,OptimalTarget,0,5.750812292098999,1.0368621349334717,0,2.0254831314086914,0
ErdosRenyi,15,3,RandomTower,RandomTarget,0,1.0174577236175537,1.0177717208862305,0,2.0358595848083496,0
ErdosRenyi,15,3,RandomTower,HeuristicTarget,0,1.0174577236175537,1.0020031929016113,0,2.041790246963501,0
ErdosRenyi,15,3,RandomTower,OptimalTarget,1,1.0174577236175537,1.0485646724700928,0.0,2.1039249897003174,0
ErdosRenyi,15,3,HeuristicTower,RandomTarget,1,1.3432018756866455,1.2650537490844727,0.0,2.501558303833008,0
ErdosRenyi,15,3,HeuristicTower,HeuristicTarget,0,1.3432018756866455,1.018021583557129,0,2.0826995372772217,0
ErdosRenyi,15,3,HeuristicTower,OptimalTarget,2,1.3432018756866455,1.0178754329681396,0.0,2.0579240322113037,0
ErdosRenyi,15,3,OptimalTower,RandomTarget,0,7.146262168884277,1.0328245162963867,0,2.0518593788146973,0
ErdosRenyi,15,3,OptimalTower,HeuristicTarget,0,7.146262168884277,1.0022904872894287,0,2.0203442573547363,0
ErdosRenyi,15,3,OptimalTower,OptimalTarget,0,7.146262168884277,1.3887932300567627,0,2.5601773262023926,0
ErdosRenyi,16,3,RandomTower,RandomTarget,0,1.1337621212005615,1.0332047939300537,0,2.1043143272399902,0
ErdosRenyi,16,3,RandomTower,HeuristicTarget,0,1.1337621212005615,1.0333607196807861,0,2.0511789321899414,0
ErdosRenyi,16,3,RandomTower,OptimalTarget,1,1.1337621212005615,1.0180549621582031,0.0,2.0199460983276367,0
ErdosRenyi,16,3,HeuristicTower,RandomTarget,0,1.0181260108947754,1.0024340152740479,0,2.0046334266662598,0
ErdosRenyi,16,3,HeuristicTower,HeuristicTarget,0,1.0181260108947754,1.0174860954284668,0,2.0579042434692383,0
ErdosRenyi,16,3,HeuristicTower,OptimalTarget,2,1.0181260108947754,1.0180811882019043,0.0,2.051142692565918,0
ErdosRenyi,16,3,OptimalTower,RandomTarget,0,9.363645076751709,1.0575520992279053,0,2.108691453933716,0
ErdosRenyi,16,3,OptimalTower,HeuristicTarget,0,9.363645076751709,1.0398995876312256,0,2.1332333087921143,0
ErdosRenyi,16,3,OptimalTower,OptimalTarget,0,9.363645076751709,1.4132499694824219,0,2.6275217533111572,0
ErdosRenyi,17,3,RandomTower,RandomTarget,0,1.1920130252838135,1.0068931579589844,0,2.1210033893585205,0
ErdosRenyi,17,3,RandomTower,HeuristicTarget,2,1.1920130252838135,1.0023431777954102,0.0,2.0040245056152344,0
ErdosRenyi,17,3,RandomTower,OptimalTarget,4,1.1920130252838135,1.048825740814209,0.0,2.081791400909424,0
ErdosRenyi,17,3,HeuristicTower,RandomTarget,2,1.1902837753295898,1.1341924667358398,0.0,2.4030022621154785,0
ErdosRenyi,17,3,HeuristicTower,HeuristicTarget,2,1.1902837753295898,1.0232937335968018,0.0,2.0446717739105225,0
ErdosRenyi,17,3,HeuristicTower,OptimalTarget,3,1.1902837753295898,1.017829179763794,0.0,2.0359294414520264,0
ErdosRenyi,17,3,OptimalTower,RandomTarget,1,18.647488832473755,1.0176448822021484,0.0,2.035794973373413,0
ErdosRenyi,17,3,OptimalTower,HeuristicTarget,0,18.647488832473755,1.0365309715270996,0,2.0765302181243896,0
ErdosRenyi,17,3,OptimalTower,OptimalTarget,1,18.647488832473755,1.001845121383667,0.0,2.0157198905944824,0
ErdosRenyi,18,3,RandomTower,RandomTarget,0,1.0016758441925049,1.0020744800567627,0,1.9887025356292725,0
ErdosRenyi,18,3,RandomTower,HeuristicTarget,0,1.0016758441925049,1.0013351440429688,0,2.0260090827941895,0
ErdosRenyi,18,3,RandomTower,OptimalTarget,2,1.0016758441925049,1.0485312938690186,0.0,2.0813136100769043,0
ErdosRenyi,18,3,HeuristicTower,RandomTarget,0,1.023986577987671,1.002281665802002,0,2.0360398292541504,0
ErdosRenyi,18,3,HeuristicTower,HeuristicTarget,0,1.023986577987671,1.0331828594207764,0,2.0727760791778564,0
ErdosRenyi,18,3,HeuristicTower,OptimalTarget,1,1.023986577987671,1.0638611316680908,0.0,2.065816879272461,0
ErdosRenyi,18,3,OptimalTower,RandomTarget,0,26.47012186050415,1.001904010772705,0,2.029815673828125,0
ErdosRenyi,18,3,OptimalTower,HeuristicTarget,0,26.47012186050415,1.0171897411346436,0,2.050046920776367,0
ErdosRenyi,18,3,OptimalTower,OptimalTarget,0,26.47012186050415,1.039621353149414,0,2.0724544525146484,0
ErdosRenyi,19,3,RandomTower,RandomTarget,1,1.016958236694336,1.208181381225586,0.0,2.426407814025879,0
ErdosRenyi,19,3,RandomTower,HeuristicTarget,1,1.016958236694336,1.1170730590820312,0.0,2.2724974155426025,0
ErdosRenyi,19,3,RandomTower,OptimalTarget,1,1.016958236694336,1.0709054470062256,0.0,2.3044214248657227,0
ErdosRenyi,19,3,HeuristicTower,RandomTarget,1,1.0331788063049316,1.0176775455474854,0.0,2.019303798675537,0
ErdosRenyi,19,3,HeuristicTower,HeuristicTarget,1,1.0331788063049316,1.0083560943603516,0.0,2.025620460510254,0
ErdosRenyi,19,3,HeuristicTower,OptimalTarget,3,1.0331788063049316,1.0483784675598145,0.0,2.081017255783081,0
ErdosRenyi,19,3,OptimalTower,RandomTarget,0,64.07614064216614,0.9956059455871582,0,2.01395845413208,0
ErdosRenyi,19,3,OptimalTower,HeuristicTarget,1,64.07614064216614,1.0022454261779785,0.0,2.003422975540161,0
ErdosRenyi,19,3,OptimalTower,OptimalTarget,1,64.07614064216614,1.070056676864624,0.0,2.1029727458953857,0
ErdosRenyi,20,3,RandomTower,RandomTarget,0,0.9862954616546631,1.0170516967773438,0,2.0336549282073975,0
ErdosRenyi,20,3,RandomTower,HeuristicTarget,0,0.9862954616546631,1.0333049297332764,0,2.0354785919189453,0
ErdosRenyi,20,3,RandomTower,OptimalTarget,3,0.9862954616546631,1.0636515617370605,0.0,2.0722503662109375,0
ErdosRenyi,20,3,HeuristicTower,RandomTarget,0,1.0392677783966064,1.0002799034118652,0,2.0192506313323975,0
ErdosRenyi,20,3,HeuristicTower,HeuristicTarget,0,1.0392677783966064,1.1316509246826172,0,2.1506130695343018,0
ErdosRenyi,20,3,HeuristicTower,OptimalTarget,1,1.0392677783966064,1.4635467529296875,0.0,2.8477182388305664,0
ErdosRenyi,20,3,OptimalTower,RandomTarget,0,43.180575370788574,1.0176723003387451,0,2.0536205768585205,0
ErdosRenyi,20,3,OptimalTower,HeuristicTarget,0,43.180575370788574,1.0021889209747314,0,2.0351667404174805,0
ErdosRenyi,20,3,OptimalTower,OptimalTarget,0,43.180575370788574,1.055753469467163,0,2.057553291320801,0
ErdosRenyi,21,3,RandomTower,RandomTarget,0,1.016977071762085,1.0172441005706787,0,2.0503761768341064,0
ErdosRenyi,21,3,RandomTower,HeuristicTarget,0,1.016977071762085,1.0024092197418213,0,2.057765483856201,0
ErdosRenyi,21,3,RandomTower,OptimalTarget,3,1.016977071762085,1.0331010818481445,0.0,2.05084490776062,0
ErdosRenyi,21,3,HeuristicTower,RandomTarget,0,1.0320782661437988,1.0021543502807617,0,2.019481897354126,0
ErdosRenyi,21,3,HeuristicTower,HeuristicTarget,0,1.0320782661437988,1.4793856143951416,0,3.0513429641723633,0
ErdosRenyi,21,3,HeuristicTower,OptimalTarget,2,1.0320782661437988,1.233933925628662,0.0,2.5045549869537354,0
ErdosRenyi,21,3,OptimalTower,RandomTarget,0,50.59429717063904,1.0023844242095947,0,2.045314073562622,0
ErdosRenyi,21,3,OptimalTower,HeuristicTarget,0,50.59429717063904,1.033149242401123,0,2.0352489948272705,0
ErdosRenyi,21,3,OptimalTower,OptimalTarget,0,50.59429717063904,1.0550804138183594,0,2.073255777359009,0
ErdosRenyi,22,3,RandomTower,RandomTarget,0,1.032923698425293,1.4306678771972656,0,2.702125072479248,0
ErdosRenyi,22,3,RandomTower,HeuristicTarget,0,1.032923698425293,1.2563164234161377,0,2.7364444732666016,0
ErdosRenyi,22,3,RandomTower,OptimalTarget,1,1.032923698425293,1.055903434753418,0.0,2.195164680480957,0
ErdosRenyi,22,3,HeuristicTower,RandomTarget,2,1.0333433151245117,1.0180714130401611,0.0,2.0203871726989746,0
ErdosRenyi,22,3,HeuristicTower,HeuristicTarget,5,1.0333433151245117,1.2995226383209229,0.006506681442260742,2.6284663677215576,0
ErdosRenyi,22,3,HeuristicTower,OptimalTarget,5,1.0333433151245117,1.202451467514038,0.0,2.5223262310028076,0
ErdosRenyi,22,3,OptimalTower,RandomTarget,0,107.09150123596191,1.0175368785858154,0,2.0658419132232666,0
ErdosRenyi,22,3,OptimalTower,HeuristicTarget,0,107.09150123596191,1.0180668830871582,0,2.057539463043213,0
ErdosRenyi,22,3,OptimalTower,OptimalTarget,0,107.09150123596191,1.055793046951294,0,2.1039373874664307,0
ErdosRenyi,23,3,RandomTower,RandomTarget,0,1.581531286239624,1.2841966152191162,0,2.7029685974121094,0
ErdosRenyi,23,3,RandomTower,HeuristicTarget,0,1.581531286239624,1.1090312004089355,0,2.225518226623535,0
ErdosRenyi,23,3,RandomTower,OptimalTarget,1,1.581531286239624,1.0634543895721436,0.0,2.0824759006500244,0
ErdosRenyi,23,3,HeuristicTower,RandomTarget,0,1.05385160446167,1.2283406257629395,0,2.34090256690979,0
ErdosRenyi,23,3,HeuristicTower,HeuristicTarget,0,1.05385160446167,1.1305828094482422,0,2.356950283050537,0
ErdosRenyi,23,3,HeuristicTower,OptimalTarget,3,1.05385160446167,1.0715501308441162,0.0,2.1225132942199707,0
ErdosRenyi,23,3,OptimalTower,RandomTarget,0,257.0054814815521,1.1558501720428467,0,2.6077704429626465,0
ErdosRenyi,23,3,OptimalTower,HeuristicTarget,0,257.0054814815521,1.0393526554107666,0,2.3047032356262207,0
ErdosRenyi,23,3,OptimalTower,OptimalTarget,0,257.0054814815521,1.0857906341552734,0,2.1033661365509033,0
ErdosRenyi,24,3,RandomTower,RandomTarget,0,0.9843711853027344,1.028519868850708,0,2.0682272911071777,0
ErdosRenyi,24,3,RandomTower,HeuristicTarget,2,0.9843711853027344,1.05521821975708,0.0,2.077847480773926,0
ErdosRenyi,24,3,RandomTower,OptimalTarget,2,0.9843711853027344,1.1055550575256348,0.0,2.1396484375,0
ErdosRenyi,24,3,HeuristicTower,RandomTarget,1,1.0642163753509521,1.0398709774017334,0.0,2.057870864868164,0
ErdosRenyi,24,3,HeuristicTower,HeuristicTarget,4,1.0642163753509521,1.3606081008911133,0.015615224838256836,2.4249210357666016,0
ErdosRenyi,24,3,HeuristicTower,OptimalTarget,4,1.0642163753509521,1.202538013458252,0.0,2.3516554832458496,0
ErdosRenyi,24,3,OptimalTower,RandomTarget,0,180.81663250923157,1.0082957744598389,0,2.0729353427886963,0
ErdosRenyi,24,3,OptimalTower,HeuristicTarget,0,180.81663250923157,1.0334603786468506,0,2.0824203491210938,0
ErdosRenyi,24,3,OptimalTower,OptimalTarget,0,180.81663250923157,1.0645313262939453,0,2.0825650691986084,0
ErdosRenyi,25,3,RandomTower,RandomTarget,0,1.0180516242980957,1.0043044090270996,0,2.006493091583252,0
ErdosRenyi,25,3,RandomTower,HeuristicTarget,0,1.0180516242980957,1.3088603019714355,0,2.370913505554199,0
ErdosRenyi,25,3,RandomTower,OptimalTarget,7,1.0180516242980957,1.4826068878173828,0.0,2.726835250854492,0
ErdosRenyi,25,3,HeuristicTower,RandomTarget,0,1.0180275440216064,1.017437219619751,0,2.0041072368621826,0
ErdosRenyi,25,3,HeuristicTower,HeuristicTarget,0,1.0180275440216064,1.0335068702697754,0,2.057506799697876,0
ErdosRenyi,25,3,HeuristicTower,OptimalTarget,5,1.0180275440216064,1.1176338195800781,0.0,2.1195106506347656,0
ErdosRenyi,25,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,,0
ErdosRenyi,26,3,RandomTower,RandomTarget,0,0.9710643291473389,1.0018320083618164,0,1.9885993003845215,0
ErdosRenyi,26,3,RandomTower,HeuristicTarget,0,0.9710643291473389,1.0710322856903076,0,2.0576939582824707,0
ErdosRenyi,26,3,RandomTower,OptimalTarget,10,0.9710643291473389,1.1665050983428955,0.0,2.1787099838256836,0
ErdosRenyi,26,3,HeuristicTower,RandomTarget,0,1.0489661693572998,1.0392794609069824,0,2.0571320056915283,0
ErdosRenyi,26,3,HeuristicTower,HeuristicTarget,0,1.0489661693572998,1.054814338684082,0,2.088257074356079,0
ErdosRenyi,26,3,HeuristicTower,OptimalTarget,5,1.0489661693572998,1.282425880432129,0.0,2.3098175525665283,0
ErdosRenyi,26,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,,0
ErdosRenyi,27,3,RandomTower,RandomTarget,1,1.0018365383148193,1.0018093585968018,0.0,1.9886250495910645,0
ErdosRenyi,27,3,RandomTower,HeuristicTarget,0,1.0018365383148193,1.0330445766448975,0,2.050779342651367,0
ErdosRenyi,27,3,RandomTower,OptimalTarget,11,1.0018365383148193,2.485610246658325,0.0,3.697716474533081,0
ErdosRenyi,27,3,HeuristicTower,RandomTarget,0,1.1336791515350342,0.9862918853759766,0,1.988224983215332,0
ErdosRenyi,27,3,HeuristicTower,HeuristicTarget,5,1.1336791515350342,1.055882453918457,0.015620231628417969,2.089360475540161,0
ErdosRenyi,27,3,HeuristicTower,OptimalTarget,7,1.1336791515350342,1.1750855445861816,0.0,2.238069534301758,0
ErdosRenyi,27,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,,0
ErdosRenyi,28,3,RandomTower,RandomTarget,0,1.0022931098937988,1.017744779586792,0,2.0046486854553223,0
ErdosRenyi,28,3,RandomTower,HeuristicTarget,5,1.0022931098937988,1.0705983638763428,0.01562356948852539,2.0882627964019775,0
ErdosRenyi,28,3,RandomTower,OptimalTarget,7,1.0022931098937988,1.164902687072754,0.0,2.2128982543945312,0
ErdosRenyi,28,3,HeuristicTower,RandomTarget,0,1.064441204071045,1.0045225620269775,0,2.04227876663208,0
ErdosRenyi,28,3,HeuristicTower,HeuristicTarget,7,1.064441204071045,1.0488684177398682,0.015612363815307617,2.0824804306030273,0
ErdosRenyi,28,3,HeuristicTower,OptimalTarget,8,1.064441204071045,1.3340814113616943,0.0,2.374141216278076,0
ErdosRenyi,28,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,,0
ErdosRenyi,29,3,RandomTower,RandomTarget,0,1.0023155212402344,1.033470869064331,0,2.073350191116333,0
ErdosRenyi,29,3,RandomTower,HeuristicTarget,0,1.0023155212402344,1.0648748874664307,0,2.08293080329895,0
ErdosRenyi,29,3,RandomTower,OptimalTarget,3,1.0023155212402344,1.1555092334747314,0.0,2.173295497894287,0
ErdosRenyi,29,3,HeuristicTower,RandomTarget,3,1.033708095550537,1.017674446105957,0.0,2.0420711040496826,0
ErdosRenyi,29,3,HeuristicTower,HeuristicTarget,8,1.033708095550537,1.0870366096496582,0.015620231628417969,2.1358370780944824,0
ErdosRenyi,29,3,HeuristicTower,OptimalTarget,9,1.033708095550537,1.2643952369689941,0.0,2.304426908493042,0
ErdosRenyi,29,3,OptimalTower,Unknown,Tower Initial Position Timeout,,,,,0
ErdosRenyi,30,3,RandomTower,RandomTarget,0,1.0172336101531982,1.0019702911376953,0,1.9887418746948242,0
ErdosRenyi,30,3,RandomTower,HeuristicTarget,0,1.0172336101531982,1.0552330017089844,0,2.057631254196167,0
ErdosRenyi,30,3,RandomTower,OptimalTarget,6,1.0172336101531982,1.1559176445007324,0.0,2.204498052597046,0
ErdosRenyi,30,3,HeuristicTower,RandomTarget,1,1.0709857940673828,1.0328872203826904,0.0,2.0507972240448,0
ErdosRenyi,30,3,HeuristicTower,HeuristicTarget,8,1.0709857940673828,1.071399211883545,0.01562190055847168,2.1198699474334717,0
